No,Review,Length,LSM_Score,Category,Product,Expertise,Priority
25,For sound quality and noise cancellation that???an A plus but for fitting not too good because they keep falling out of my ears maybe my ears are too small. Anyway if you don???mind they??±e falling out then buy them because they??±e excellent products.,251,0.3165,earbuds,Bose QuietComfort Bluetooth Ear,0,250.6835
26,Love the sound and fit; but I was disappointed when traveling regarding the noise suppression.,94,0.2496,earbuds,Bose QuietComfort Bluetooth Ear,0,93.7504
27,If you??±e working in a noisy environment; Bose earplugs are an excellent choice for enhancing focus and comfort. The Active Noise Cancellation technology is top-tier; reducing ambient noise significantly and allowing you to concentrate better. The comfort level is generally good; though it might take some time to find the perfect fit. For those needing reliable noise reduction; comfort; and clear sound; Bose earplugs are a solid investmen,442,0.2516,earbuds,Bose QuietComfort Bluetooth Ear,0,441.7484
28,If i could give this a 4.5 star i would mainly docking it half a star for the cancellation issues and mic. Otherwise an outstanding set of ear buds able to compete with the best out now. Shopping for ANC earbuds have become more and more competitive and to stand out requires execution at the highest level. I found the bose quiet comforts to stand excellent in many of the categories most people will care about but lacking in some key hardware like the microphone keeping it from being the perfect set for most people. The earbuds are very easy to set up and if you download the accompanying app you will unlock many controls to tune the sound and hardware UI for this device. The ear buds themselves fit great into the ear and seal the canal and outter part of the ear giving you a great seal and generating a much better ANC quality than most other ear buds at this price range. Now if you are familiar with the tech the anc will take in sound and kind of counter it to create the ANC and for the most part the bose QC do a great job at that. the only issues is some cancellation sounds are audible and quite loud like to wind so i probably wouldnt recommend these for runners or walkers; but sitting in a office or plane these are perfect. Comfortwise is another highlight for these earbuds they will sit in your canal and a little on the outside but feel very weightless in the ear and even over extended periods will not trap too much heat. I barely noticed they were on when working out in a gym and really give immersion when the ANC is on. The control are very easy to use on the earbuds just tap and hold on them for different uses that can be controlled on the app and turned on and off if you dont want them. The battery life is also quite impressive as these are larger units i got quite a lot of run time with them usually in the range of 6-8 hours on listening to music which is quite amazing. Now for probably the biggest downfall of this pair is the microphone. The sound is very hollow and tinny with a lot of distortion. It is understandable to the other party but very artificial in quality giving you more of a robot tone. I wish the sound could be clearer and more natural but understandable for ear buds. It may be intereference from the ANC mic but man it is truly the weakest point of these otherwise amazing ear buds.,2344,0.2883,earbuds,Bose QuietComfort Bluetooth Ear,1,2344.2883
29,These buds are produced by bose; one of the most highly respected names in sound reproduction. They don't disappoint. They sound fabulous. Highest highs to lowest bass notes; they respond extremely well. I find them to be a little heavy and though not uncomfortable I have trouble keeping them in my ears. This is; I'm sure; due to the poorly engineered shape and size of my ears; more so than any product short coming. I have this problem with earbuds; even ones that don't sound this good. All in all... Highly Recommend.,523,0.3073,earbuds,Bose QuietComfort Bluetooth Ear,1,523.3073
30,These are truly nice earbuds - they fit comfortably (when I can get them in my ears just right) and transmit sound quite well. However; figuring out just how to position in them in my ears has been a challenge. Half the time they fall out; which disconnects whatever phone call I'm on. I'm hoping I eventually get the knack.,324,0.3055,earbuds,Bose QuietComfort Bluetooth Ear,0,323.6945
31,As someone who???always on the go; I recently got my hands on the Bose QuietComfort Earbuds; and I couldn???wait to put them to the test. Here???my take on these highly praised earbuds. First impressions matter; and Bose doesn???disappoint. The QuietComfort Earbuds have a sleek; modern design that feels both premium and understated. They come with multiple ear tip sizes; ensuring a snug fit for everyone. I found them incredibly comfortable; even during extended listening sessions. The lightweight feel means I could wear them for hours without any discomfort. When it comes to sound; Bose is a brand that consistently delivers; and these earbuds are no exception. The audio quality is simply phenomenal. The soundstage is wide; with crisp highs; rich mids; and deep bass that doesn???overwhelm the other frequencies. Whether I was listening to classical music or the latest pop hits; every detail was clear and well-balanced. One of the standout features of the QuietComfort Earbuds is the active noise cancellation (ANC). Bose has mastered this technology; allowing me to fully immerse myself in my music without distractions. Whether I was on a crowded subway or working in a bustling cafÏ±? the ANC effectively muted background noise; making for a truly peaceful listening experience. Plus; the ??õware Mode??is a great addition; allowing me to stay aware of my surroundings when needed. With up to 6 hours of battery life on a single charge and an additional 12 hours with the charging case; I was impressed by the longevity. I could easily get through a full day of use without worrying about recharging. Plus; a quick 15-minute charge gives you about 2 hours of playtime?Î¥Øerfect for those busy days. Pairing the earbuds was a breeze; and they maintained a stable connection throughout my use. The touch controls are intuitive; allowing me to play/pause music; skip tracks; and take calls effortlessly. The built-in microphone performed well during calls; ensuring that I could communicate clearly without any interruptions. Overall; the Bose QuietComfort Earbuds exceeded my expectations in both performance and comfort. They are perfect for anyone looking to enjoy their music without compromise. Whether you??±e commuting; working out; or sim,2252,0.3231,earbuds,Bose QuietComfort Bluetooth Ear,1,2252.3231
32,Love the noise canceling feature. When sweating; the feel as if they could fall out my ear.,91,0.2641,earbuds,Bose QuietComfort Bluetooth Ear,0,90.7359
33,once you customize the buttons how YOU want to use them- these are amazing! so comfortable; insane NC; stays in during crazy workouts; long battery life; incredible sound quality. NEVER going back to apple. I use this with my iPhone and they do great. worth the investment in yourself and your comfort!,302,0.2713,earbuds,Bose QuietComfort Bluetooth Ear,0,301.7287
34,First let me say I have purchased plenty of earbuds and do massive research ?Îµ?before I give my opinion; save the time on all the above and purchase these earbuds; I promise you will not regret; the fit and comfort is outstanding; the sound quality is amazing; the noise cancellation is superb! Buy once; cry once! Just buy them!!!,331,0.3557,earbuds,Bose QuietComfort Bluetooth Ear,0,330.6443
35,All was fine ..It's just i ordered Black and I got them turquoise,65,0.1366,earbuds,Bose QuietComfort Bluetooth Ear,0,64.8634
36,Love them! Great sound!,23,0.2836,earbuds,Bose QuietComfort Bluetooth Ear,0,22.7164
37,I found this one???very good. The fit; the sound and the noise canceling are quite good. Also the price; I don???know about the upgrade on the ultra ones; but for me this ones worth every dollar.,195,0.2567,earbuds,Bose QuietComfort Bluetooth Ear,0,194.7433
38,Go for them; you won???regret it.,33,0.0908,earbuds,Bose QuietComfort Bluetooth Ear,0,32.9092
39,it hits all the nice marks for sound quality; noise canceling; definitely comfort/fit/feel...but the ear detection is not something I could turn off which meant my music paused if it didn't sit just right in my ear. kind of annoying so I'm returning but its a nice product for the price. the other reviews are definitely on point,329,0.2517,earbuds,Bose QuietComfort Bluetooth Ear,0,328.7483
40,Great Sound! Fits great in the ear. Has an app to control things. Which is huge. The price was reasonable and affordable for great quality sound. Bose has always made great things.,180,0.3102,earbuds,Bose QuietComfort Bluetooth Ear,0,179.6898
41,The audio quality is truly impressive. I??∂e been using the Jabra Elite 7 for five years now; and while the Bose sounds better; I???take my Jabrea???over these. There have been instances of interference issues that cause the music to break up. The case lacks sufficient power to charge both earbuds; and it???quite large. Despite these drawbacks; the value is reasonable. However; I would appreciate the ability to adjust the quiet and aware modes. Furthermore; the sound quality is great but is externally sensitive. These earbuds are extremely loud; you can hear the speaker maxing out. Once you get used to the rubber pieces; they are quite comfortable.,655,0.2985,earbuds,Bose QuietComfort Bluetooth Ear,1,655.2985
42,Counting these; I??∂e had the last 3 generations of this product. In my opinion; the first generation was the best. The removable earpieces seemed to protrude more and put more pressure against your ear; but they also felt more secure and didn???feel like they would fall out. The second version/generation seemed to skimp heavily on materials and quality; the earpieces didn???seem to create a secure fit and they had moved to a cheaper-looking AirPod style case. For this current version; they unsurprisingly took a step back towards the original case; and the buds seem to fit a bit more securely (than v2) even though they??±e obviously using fewer materials. This product is a step back in the right direction but I hope Bose CONTINUES the trend.,749,0.3199,earbuds,Bose QuietComfort Bluetooth Ear,1,749.3199
43,It???not bad they sound good,28,0.2681,earbuds,Bose QuietComfort Bluetooth Ear,0,27.7319
44,Best earbuds I ever had,23,0.3203,earbuds,Bose QuietComfort Bluetooth Ear,0,22.6797
45,There is a problem every time I cross the street. They cancel out until I get to the other end. Yes; it's not good I have to have them replaced,143,0.1793,earbuds,Bose QuietComfort Bluetooth Ear,0,142.8207
46,They fit great and the sound wonderful. The noise canceling is pretty significant.,82,0.274,earbuds,Bose QuietComfort Bluetooth Ear,0,81.726
47,They fit and stay in my ears very well. The sound is exceptional!,65,0.2945,earbuds,Bose QuietComfort Bluetooth Ear,0,64.7055
48,absolutely love them; only use them in the gym and so the battery lasts a whole week :) the only issue i had was that they didn???always disconnect when i put them in the case; but i figured out it was the rings that hindered it from connecting to the case; so i just take them off while i don???use them and add it in the case; so i just write this review so others know about this little hack ^^,397,0.264,earbuds,Bose QuietComfort Bluetooth Ear,0,396.736
49,Awesome sound quality and background noise muffling. Highly recommend these.,76,0.3189,earbuds,Bose QuietComfort Bluetooth Ear,0,75.6811
50,Love the sound quality and noise cancelling it offers; but as design; they look quite big on the ears (might give off the feeling that they might fall off; but they don't).,172,0.3399,earbuds,Bose QuietComfort Bluetooth Ear,0,171.6601
51,Positives: great sound. Easy to connect. Audio features are fantastic. BUT - connection with IOS is a big problem. Disconnect the app from Bluetooth settings to solve it. You will eventually drop sound. So why 3 stars? If you watch a movie or use them to fall asleep there is an auto shutdown feature you can???turn off. After 20 minutes give or take they stop playing and after the battery levels drop you get an update telling you what the level is - it will wake you up. If they can fix the dropped connection issues and especially the auto off problem these would be 5.,573,0.2524,earbuds,Bose QuietComfort Bluetooth Ear,1,573.2524
52,Great sound and the noise canceling function is incredible!,59,0.2815,earbuds,Bose QuietComfort Bluetooth Ear,0,58.7185
53,High Quality,12,0.1913,earbuds,Bose QuietComfort Bluetooth Ear,0,11.8087
54,Nice sound - clever design; I love this color. The battery lasts For. Ever. Very happy with this purchase.,106,0.2162,earbuds,Bose QuietComfort Bluetooth Ear,0,105.7838
55,Have always used Apple AirPods These are the best,49,0.317,earbuds,Bose QuietComfort Bluetooth Ear,0,48.683
56,I could not keep these in my ears. I tried for three days straight; switching out each of the three different sizings; and I just could not get them to stay in. I feel I finally understood today how to best position them in my ear; or so I thought I did. This is pretty important as I???a motorcycle rider. Sure enough today; even with the leather strap for my helmet covering these earbuds; they flew away; bye bye. I picked up my AirPods Pro 2???immediately after. This is my third pair of AirPods Pro??? They fit and will never fall off underneath my motorcycle helmet.,572,0.2636,earbuds,Bose QuietComfort Bluetooth Ear,1,572.2636
57,At first the shape and rubber parts are tricky to get used to but oh boy when you get them fitted just right you'll never feel the same about any other design. These earbuds are amazing; they are totally worth their price. I have gotten two of my friends to buy them from just trying them out.,293,0.2989,earbuds,Bose QuietComfort Bluetooth Ear,0,292.7011
58,Had multiple SoundSport ear buds for years. Wasn???sold on the ??ço wire??idea; but these are great! Awesome Bose sound with great noise canceling or in the mode to let you also hear what???going on around you. They are compatible with my Bose soundbar; have a long battery life; and the case charges itself and the buds quickly. Excellent Prime Day purchase for me!,365,0.2658,earbuds,Bose QuietComfort Bluetooth Ear,0,364.7342
59,They sound great!,17,0.2752,earbuds,Bose QuietComfort Bluetooth Ear,0,16.7248
60,Just what my wife wanted; something snug and blocks out external noise while she studies.,89,0.1813,earbuds,Bose QuietComfort Bluetooth Ear,0,88.8187
61,Theses are excellent and they are truly Quiet comfort. They are worth the money,79,0.2797,earbuds,Bose QuietComfort Bluetooth Ear,0,78.7203
62,Fantastic for pairing with smart TV???and great sound quality,61,0.2679,earbuds,Bose QuietComfort Bluetooth Ear,0,60.7321
63,Very comfortable and noise cancelling is excellent ?Î™?battery life is okay on ear buds and great on the charging case. Chargest fast. Sound on my end is clear. Color is adorable! Only issue I've had is that they tend to go into some sort of a rest mode after a while; but it's easy to resume the content when this happens.,322,0.3037,earbuds,Bose QuietComfort Bluetooth Ear,0,321.6963
64,I got these as I wanted a good noise cancelling earbuds. Noise cancelling is good; the battery could definitely be better. I have had a few connection problems but over all great sound and noise cancelling,205,0.3167,earbuds,Bose QuietComfort Bluetooth Ear,0,204.6833
65,I was interested in these earbuds because my wired Bose headphones have been some of the best headphones I've had. The sound quality in these earbuds is decent; although I do prefer my prior set of earbuds from another brand. The case is much bulkier; the buds constantly are announcing things like; 'connected!' (then; 10 seconds later) 'disconnected!' This happens while my music is still playing; so I can only assume it's from my TV connection (this does not happen with my other earbuds in the same context). Additionally; sound will transfer to the Bose earbuds even when they're in the charging case; which is very frustrating when I'm watching TV and then the audio disappears because it has connected to my QCs. The earbuds required 'setup' by downloading an app when I first connected; which was fine; and I appreciate knowing that I can manipulate the features of the earbuds from the app; but it was strange that the app was required instead of optional. There is a feature where you can modify what 'taps' on the side of the buds mean. For example; the default setting is that if you tap the earbud once; it pauses the music / resumes the music. Unfortunately; this is problematic in my experience. If I am listening to music while cleaning my apartment and I feel like my earbud is about to fall out (this happens with all earbud brands so I'm used to it); I'll go to nudge it back into place while my hands are full; but then my music is suddenly paused. With my other earbuds; this doesn't pause my music (or skip songs; or go back a song; etc.) like these do. All of this being said; if the connection / disconnection doesn't bother you; then I would recommend these earbuds. If you have an android phone; these things may not be an issue at all. These are good earbuds with good battery life. If you have a different brand of phone; however; you may want to stick with that brand's recommended buds.,1917,0.2525,earbuds,Bose QuietComfort Bluetooth Ear,1,1917.2525
66,I've owned different Bose earbuds for over a decade. These earbuds I bought because my Quiet Comfort 2 earbuds started to lose battery life and did not last even 6 hours while I was at work. They have been retired to my house where I used them for an hour at a time while on my bike trainer.,291,0.3272,earbuds,Bose QuietComfort Bluetooth Ear,0,290.6728
67,More comfortable and better sound than the Beats Studio Pro. Can't go wrong with BOSE.,86,0.2898,earbuds,Bose QuietComfort Bluetooth Ear,0,85.7102
68,Does not hold a charge longer than 3 hours.,43,0.0914,earbuds,Bose QuietComfort Bluetooth Ear,0,42.9086
69,More comfortable and better sound than the Beats Studio Pro. Can't go wrong with BOSE.,86,0.2898,earbuds,Bose QuietComfort Bluetooth Ear,0,85.7102
70,These are the Best earbuds i get.the sound is the best,54,0.3727,earbuds,Bose QuietComfort Bluetooth Ear,0,53.6273
71,These ear buds are pretty good. The reception is for the lost part good.,72,0.3174,earbuds,Bose QuietComfort Bluetooth Ear,0,71.6826
72,I've been on a mission to find the perfect buds for me. At this point I may as well purchase a custom pair. Something major is always lacking! Fit is great didnt even need to change the ear pieces. They stay in my ear. They're comfortable. Sound is amazing; even with ANC off outside noise is hard to hear. But Bose; why do these sound like they drop sound for a millisecond constantly. Its not like a bluetooth disconnect/reconnect but a noticeable drop in sound repeatedly maybe a static? And dont even get me started on answering phone call others cannot hear you clearly at all. Plus why is the case so large? It bulges out of my pocket. Speaking of large; so are the buds themselves. Can't have it all I guess.,715,0.3219,earbuds,Bose QuietComfort Bluetooth Ear,1,715.3219
73,Love the sound of these. I was hesitant about the fit. I hate they got rid of the old style rubber piece that held them in your ears. These were good until you take them out of your ear and the stability band disappears. You only get one of each size. So I've used my small and my medium and now I'm trying to find replacements. I don't see the bows even sells them I'm going to have to get some aftermarket brand. Other than that I really like them. I'm guessing they've addressed all these issues.,499,0.2651,earbuds,Bose QuietComfort Bluetooth Ear,0,498.7349
74,Fits comfortably in my ears; volume is good; but noise cancel could be better. I have issues with Bluetooth connectivity. There???times when it cuts in and out of connectivity. For the price; I???rather find another quality headphones than this. Fits well for exercises; but it???distracting on a run or during sets for the sound to go in and out.,347,0.2448,earbuds,Bose QuietComfort Bluetooth Ear,0,346.7552
75,Outside of range; this item out does the apple airpods; they sound better; charge a lot quicker; and is far as the battery life goes. I can work almost a complete 12hour shift with just one pod in place; and not having to put it back for another round of charging.,264,0.209,earbuds,Bose QuietComfort Bluetooth Ear,0,263.791
76,I loved the color and for me Bose is always the best,52,0.2335,earbuds,Bose QuietComfort Bluetooth Ear,0,51.7665
77,Good sound quality but they do not stay in your ear.,52,0.3709,earbuds,Bose QuietComfort Bluetooth Ear,0,51.6291
78,If you remain still; the earbuds will cease playback. They are equipped with an auto-pause function that cannot be disabled. If there is no detected movement for 5 to 10 minutes; the earbuds will pause the media. Avoid getting too relaxed; as the earbuds will not continue playing. Auto-pause should be an optional feature rather than a requirement. I sent these back on the same day they arrived.,397,0.22,earbuds,Bose QuietComfort Bluetooth Ear,0,396.78
79,All was fine ..It's just i ordered Black and I got them turquoise,65,0.1366,earbuds,Bose QuietComfort Bluetooth Ear,0,64.8634
80,I had some old Bose QC earbuds with the wing tips and was upset when they quit making those. But these stay in; even during heavy workouts. The old app wasn???bad and the new app kinda sucks. But otherwise; these are great and the noise cancelling is top notch.,261,0.3157,earbuds,Bose QuietComfort Bluetooth Ear,0,260.6843
81,Best earbuds I ever had,23,0.3203,earbuds,Bose QuietComfort Bluetooth Ear,0,22.6797
82,Received the earbuds and loved them; connected them to the BOSE app as instructed and went on living my life.. fast forward a couple months; they were stolen; I went back to the app to find their location.. was surprised to see that BOSE had a ??çew??app to replace the old one. My information for my purchase was no longer connected; and I didn???have the buds to connect to the new app.. When I called to figure it out; the representative from BOSE hung up on me.. I expected more from a leading sound company like BOSE.. now I???out $200; shame on you BOSE!!,560,0.2957,earbuds,Bose QuietComfort Bluetooth Ear,1,560.2957
83,So many reviews about the connectivity issues- I thought; it can't be that bad. Well; I was wrong! Constantly cutting out mid phone call; or randomly one earbud cutting off. Better stay on your toes when listening to anything in public or around other people; because they also have this great feature where they randomly disconnect from Bluetooth; allowing whatever is playing on your device to suddenly start playing out loud for everyone to hear. The quality and noise cancelling seem to be on par with other brands around this price; such as the JBL pro live 2; except less comfortable; and the battery life is awful. Abysmal compared to other earbuds. I thought Bose was supposed to be the best; I guess it's just a ploy nowadays.,735,0.3237,earbuds,Bose QuietComfort Bluetooth Ear,1,735.3237
84,Didn???play sound out of the box. Spent over an hour dealing with their awful chat tech support. It took more time for me to provide them with info; get tossed around between 4 people; then they did troubleshooting. The only solutions they provided were restart the phone; restart the headphones and connect to another device. Never asked anything else. The last option when I said I am just going to return them is that they can give me contact info for a tech in my area to help solve the issue. 100% DO NOT RECOMMEND; extremely frustrating.,543,0.2005,earbuds,Bose QuietComfort Bluetooth Ear,1,543.2005
85,Already having connectivity issues within 30 minutes of unboxing these. They randomly disconnect and when I pick up my device only the right one reconnects. Horrible quality! Bose needs to recall this product and address these issues!!!! Will be returning these.,262,0.2408,earbuds,Bose QuietComfort Bluetooth Ear,0,261.7592
86,High Quality,12,0.1913,earbuds,Bose QuietComfort Bluetooth Ear,0,11.8087
87,Don???bother. These do not hold a charge and I??∂e had connectivity issues every single time I??∂e tried to use these.,116,0.2006,earbuds,Bose QuietComfort Bluetooth Ear,0,115.7994
88,These are the best ear buds I have owned throughout the years. I can have these in my ears for hours and not have any discomfort. No Bluetooth issues; really good noise cancelling for ear buds. I mainly listen to music; audiobooks; and podcasts; and I find the volume ranges really good. And they don't break the bank.,318,0.3558,earbuds,Bose QuietComfort Bluetooth Ear,0,317.6442
89,I owned the first QC earbuds for about 3 years and worked great. The QC2 price was reasonable and cost less than the QC1 earbuds did when i bought them. I upgraded to the QC2 earbuds and were good for a few days. They have multipoint connectivity that worked great; and the sound quality is amazing that Bose is known for. The app was awesome for custom EQ settings although had limited controls. They were fairly comfortable but would become a little irritating after a couple hours of use and always needed some readjustment. Then the earbuds would randomly disconnect from a device or; if connected to two devices; would decide to connect to the other device not being used for no reason and i would have to go into settings to reconnect to whatever was being used. After a week or so i did a product swap assuming i had a faulty pair; but after a day or so the new pair did the same. I returned them and went with the Technics earbuds at a higher price but much better quality.,981,0.2984,earbuds,Bose QuietComfort Bluetooth Ear,1,981.2984
90,Way over priced and the price has been going down so if you want them you can wait. I've tried ever attachment size and if I lean over to pick something up they still have a tendency to fall out; especially if I'm wearing them for a while; the also fall out sometimes and unless they make a noise fall on the ground; I don't feel and fall out of here. There's a lot of bitches trying to connect it to the app so I wasn't able to register the device in time before I already lost an earbud. One I can't for the wife. I can't figure out why Bose has multiple apps to manage it's different devices. That makes no sense for long-term loyal customers. Could you imagine having to go into Google lights and then going into Google home to manage the rest of your devices? For me it has been a huge waste of money. This is my fifth Bose purchase and I've only really loved 1 of 5. I think this might be my last considering their price point. All that said; the sound is great. The aware; and quit settings are great. They also do have a great battery life. I thought if I bought Bose I would finally have a pair of buds that worked well for me but... All in all; I just miss my Google bud a model; best fit so far; decent sound; no bells and whistles.... But remember the most important thing you need when you buy earbuds is for them to stay in.,1338,0.3124,earbuds,Bose QuietComfort Bluetooth Ear,1,1338.3124
91,OMG. I put these in my ears without setting them up and they drowned out ALL the noise. husband watching tv; and I can't hear it at all. They work so much better than my 2nd Generation earphones. Best $200 I ever spent,218,0.3155,earbuds,Bose QuietComfort Bluetooth Ear,0,217.6845
92,Very disappointed in the refund process,39,0.1082,earbuds,Bose QuietComfort Bluetooth Ear,0,38.8918
93,They fall out of the ears they don't stay out. The sound great and battery life is great but not user friendly.,111,0.3345,earbuds,Bose QuietComfort Bluetooth Ear,0,110.6655
94,They sound great!,17,0.2752,earbuds,Bose QuietComfort Bluetooth Ear,0,16.7248
95,They were good while they lasted. My left ear no longer works. It won???charge or anything. Biggest waste of money.,115,0.3656,earbuds,Bose QuietComfort Bluetooth Ear,0,114.6344
96,Pros: Great sound and noise cancellation for the money. Touch controls are sufficient. Cons: Terrible on windy days as it produces loud wind noise because the design is not aerodynamic. These would be a terrible running earbuds. Sometimes the connection is not stable when walking which is annoying and don't know what it is.,325,0.2775,earbuds,Bose QuietComfort Bluetooth Ear,0,324.7225
97,The fit is ok. The noise reduction is incredible! The sound is great. But the charging indicator absolutely sucks! I've only had them a few months and numerous times I've put them in my ears only to find they're dead. The indicator was 'orange' but it wasn't enough to charge the earphones. I've got $40 earphones with much better charge indicators. I've basically had to plug the damn things in any time the indicator isn't green. Fix that and they would be outstanding!,471,0.2753,earbuds,Bose QuietComfort Bluetooth Ear,0,470.7247
98,Definitely not the quality of other Bose earbuds. I can???get the noise cancelling to work fully. I can???get the right earbud to work at full capacity. Very disappointed,170,0.3093,earbuds,Bose QuietComfort Bluetooth Ear,0,169.6907
99,The most useless device; left ear device just got over heated while charging and stopped charging and later the right ear also stopped working. Please do not waste your hard earned money. Don't buy; mine didn't work for a week.,227,0.273,earbuds,Bose QuietComfort Bluetooth Ear,0,226.727
100,Awesome sound quality and background noise muffling. Highly recommend these.,76,0.3189,earbuds,Bose QuietComfort Bluetooth Ear,0,75.6811
1,The sound quality is the best. However the touch controls are marginal. I had the previous generation TCW2 and they were great but these are far from it.,153,0.2823,earbuds,Sennheiser MOMENTUM True Wirele,0,152.7177
2,Noice,5,0.0565,earbuds,Sennheiser MOMENTUM True Wirele,0,4.9435
3,I've had these for over a month now. They are well worth the hype. My father has used this brand for many years as wired headphones. When I was in the market for new headphones being my Sony's finally gave out; he recommend Sennheiser. They are better then the $200 pair of Sony's I purchased in 2020 that died. You will hear stuff in songs that you never heard before. Make sure you fit these correctly; download the app and follow the hearing test and get it all set for you. These also act as really good noise cancelling headphones; when using as hands free Bluetooth; there's tons of unique controls you can customize yourself; the also fit my small ears very well and do not fall out even in the gym.,706,0.3555,earbuds,Sennheiser MOMENTUM True Wirele,1,706.3555
4,Sennheiser is the best and everyone should know that,52,0.2839,earbuds,Sennheiser MOMENTUM True Wirele,0,51.7161
5,Sound quality is great; I love the feel of the case. Charges quickly. However; it didn???last long for the price. I??∂e had for 9 months now and the left earbud has completely stopped working. The right is super glitchy. It doesn???register the taps (ie tap 2 times on right ear bud to change a setting) anymore except for pause and start. I had high hopes but disappointed in long term quality.,394,0.3225,earbuds,Sennheiser MOMENTUM True Wirele,0,393.6775
6,After 5 monthes use the right side not work,43,0.0758,earbuds,Sennheiser MOMENTUM True Wirele,0,42.9242
7,So the sound quality is great on these. However; I will admit that these did break on me after a year. But Sennheiser is still a company which will always get my money because I sent them in for repair and I was sent an entirely new set within a week. So maybe don't buy this specific model if you can't afford the replace them if they break after the 2 year warranty period is up(idk seems reasonable for earbuds at least); but honestly still buy Sennheiser products if you want quality and excellent customer service. (I promise I'm not a paid reviewer or anything; I'm just astonished they sent me a new pair no questions asked),631,0.3591,earbuds,Sennheiser MOMENTUM True Wirele,1,631.3591
8,Loved them at first; then after about 6 months the right bud quit working. It would charge and connect but no sound except occasional ear-piercing high pitched squelches. The warranty process is absurd and very far behind other competitor products and just other companies generally. I am very disappointed by the support given that this is supposed to be a premium product.,374,0.3215,earbuds,Sennheiser MOMENTUM True Wirele,0,373.6785
9,Excellent sound. Good range. These sound better than any earbuds I have ever had. I am so glad I got them.,106,0.3327,earbuds,Sennheiser MOMENTUM True Wirele,0,105.6673
10,This device eats down so hard; like everyday I thank the girlies up in Sennheiser HQ for making this. This is so much more convenient than a big chunky headphone; so I love this; and the size of the case is perfect for my Lulu Lemon bag; as well as the case being this nice texture. Like; I literally will scratch it with my fingers cus it's so satisfying. Another thing is that the earbuds work well. I love the bass it produces; and the fact that I can have my own sound system within the app is great. What I also appreciate is the consistency between the controls from the Momentum 4s to the TWs. It is so easy to learn and practical for quick changes in listening. Another thing is that people have been complaining about the connection; but I had no problem. As soon as I charged it for like 10 minutes; it was at 40%; and that is just insane to me. I love this product and I will continue to bring it with me everywhere I go. Love you girlies!!,953,0.3353,earbuds,Sennheiser MOMENTUM True Wirele,1,953.3353
11,These are; without dramatisation; the WORST pair I've had in terms of reliability. Within a span of 12 months I've had to RMA them 4 times; and shortly after my warranty expired; they broke again. One of the sides would abruptly and without reason stop working every time. Extremely fragile product whose wiring seems to easily get loose simply due to normal use. Also; a note about call quality -- they have no background noise filtration for the recipient. People constantly complained about noise; and even hearing me breathe or chew food. And forget about talking outside -- it was impossible; people just could hear me at all due to even low wind or traffic noise. So basically; you get practically non existent quality control for a premium price. Put your money elsewhere.,779,0.2776,earbuds,Sennheiser MOMENTUM True Wirele,1,779.2776
12,When these headphones work they are phenomenal. However; I have spend hours over the last couple of days trying to get these to work with my iPhone with no success. They no longer play audio or connect at all after a dozen factory resets and scrolling through every obscure forum looking for advice. The Smart Control app is basically useless as well. Sennheiser has no idea how to fix it. As far as I am aware nobody there has the ability to remedy the issues with these headphones. Do yourself a favor and set $200 on fire before you buy this and ask yourself how it feels because that???basically the equivalent to the experience of using these headphones.,659,0.3078,earbuds,Sennheiser MOMENTUM True Wirele,1,659.3078
13,sound is decent; but did not open my third eye. in-ear fit is nice. mic quality is about in line with what one might expect for wireless bluetooth iems (don't expect much). the left earbud has; after seven months of ~daily usage; died. i have not dropped these; nor submerged them in water. unfortunate; as every other sennheiser i've owned has been wonderful. these; however; are not worth the price; and i'd recommend you investigate other candidates.,453,0.3274,earbuds,Sennheiser MOMENTUM True Wirele,0,452.6726
14,I don???recommend that you buy these ear phones.First off the Bluetooth connection is shaky and the signal is constantly interrupted between the two ear pieces.They have a great sound and I was impressed by that but having the sound cut out frequently was bad.After 6 months of use the left ear piece stopped working completely. I have been having useless email conversations with the same questions being asked over and over but no interest in providing service. I am starting to think that they don???want to replace or even repair them.,539,0.3253,earbuds,Sennheiser MOMENTUM True Wirele,1,539.3253
15,I purchased mine in March 2024 and about 3 weeks ago (8-2025) my left ear bud when I move my jaw (eating; talking) SCREAMS into my ear at what must be maximum volume. I was happy with mine and they were my main for everything. I went online to the official website; and they only warranty for 12 months... Then; I look at the bottom and guess where the earbuds are made... NOT Germany...,387,0.2215,earbuds,Sennheiser MOMENTUM True Wirele,0,386.7785
16,I got a pair of the momentum 3's a few years ago. They lasted about a year and a half until one ear just died from regular use. I was within the warranty so sennheiser sent me a pair of momentum 4s as a replacement. Those lasted about a months; same issue one of the ears just went dead one day from regular use. Mind you I took great care of these ear buds. The sound quality and noise canceling are great but be aware they will last you around a year at best so the value for money isn't great.,496,0.2972,earbuds,Sennheiser MOMENTUM True Wirele,0,495.7028
17,My biggest gripe is that they usually do not turn off after x amount of time when they are no longer receiving a signal. Too often; I pop them in to find that the battery is dead or nearly dead because of this. They are terrible at pausing when removed from your ear temporarily. I often find that they have kept playing after setting them down for a few minutes. Finally; sometimes they are just reluctant to connect to devices or switch connections and I have to put them back in the case to reset them. If you are on a run or elsewhere when this happens and don't have the case; you might be out of luck.,607,0.2655,earbuds,Sennheiser MOMENTUM True Wirele,1,607.2655
